,ligand,mean,var_propagated,std_propagated,var,std,stderr,median,mad,std_prop %,std %
NAD_G3P_cl002_3,G3P,-60.9214269841,37.2523562797,6.1034708388,37.2523562797,6.1034708388,0.7689650464,-60.7761,3.7689,10.0185946734,10.0185946734
NAD_G3P_cl002_4,G3P,-52.1542920635,139.066650182,11.7926523811,139.066650182,11.7926523811,1.4857345475,-49.4872,7.7652,22.6110870545,22.6110870545
NAD_G3P_cl002_5,G3P,-50.347668254,58.4413223025,7.6446924269,58.4413223025,7.6446924269,0.9631407148,-51.7397,5.1095,15.1838063053,15.1838063053
NAD_DPG_cl100,DPG,-54.3949650794,58.9322817435,7.6767363993,58.9322817435,7.6767363993,0.9671778759,-55.3819,4.9574,14.1129539987,14.1129539987
NAD_DPG_cl100_2,DPG,-62.7367730159,54.1990857458,7.3620028352,54.1990857458,7.3620028352,0.927525174,-62.3044,4.6809,11.7347489858,11.7347489858
NAD_DPG_cl100_3,DPG,-65.9381031746,218.998492526,14.798597654,218.998492526,14.798597654,1.8644480545,-68.6645,8.8109,22.443165547,22.443165547
NAD_DPG_cl100_4,DPG,-54.4209888889,171.437038451,13.0933967499,171.437038451,13.0933967499,1.6496129342,-56.6768,9.6478,24.0594612801,24.0594612801
NAD_DPG_cl100_5,DPG,-32.1082714286,62.729824036,7.9202161609,62.729824036,7.9202161609,0.9978534425,-32.9376,4.4888,24.6672144234,24.6672144234
NAD_DPG_cl101,DPG,-43.1162968254,113.78649529,10.6670752922,113.78649529,10.6670752922,1.3439251638,-42.6703,6.3189,24.7402399501,24.7402399501
NAD_DPG_cl101_2,DPG,-47.8142746032,111.31095256,10.5504005877,111.31095256,10.5504005877,1.3292255327,-49.2156,7.3731,22.0653783315,22.0653783315
NAD_DPG_cl101_3,DPG,-70.3495174603,33.5221921227,5.7898352414,33.5221921227,5.7898352414,0.7294506753,-70.6241,3.7622,8.2300994384,8.2300994384
NAD_DPG_cl101_4,DPG,-55.4347571429,103.778761365,10.1871861358,103.778761365,10.1871861358,1.2834648131,-56.6051,5.8162,18.376893236,18.376893236
NAD_DPG_cl101_5,DPG,-37.1128809524,80.2484703041,8.9581510539,80.2484703041,8.9581510539,1.1286209474,-37.9189,7.2445,24.1375792555,24.1375792555
NAD_DPG_cl220,DPG,-50.9687492063,129.375881835,11.3743519303,129.375881835,11.3743519303,1.4330336444,-51.4583,8.1829,22.3163254101,22.3163254101
NAD_DPG_cl220_2,DPG,-67.7133444444,84.6314295958,9.1995342054,84.6314295958,9.1995342054,1.159032366,-67.0973,5.993,13.5859988616,13.5859988616
NAD_DPG_cl220_3,DPG,-58.7773079365,96.0563563172,9.8008344705,96.0563563172,9.8008344705,1.2347890786,-60.0392,6.29,16.674520856,16.674520856
NAD_DPG_cl220_4,DPG,-72.7191936508,137.862798603,11.741498993,137.862798603,11.741498993,1.4792898264,-74.4848,7.6931,16.1463547704,16.1463547704
NAD_DPG_cl220_5,DPG,-52.9881873016,86.0676030027,9.2772626891,86.0676030027,9.2772626891,1.1688252344,-53.9163,5.7345,17.5081714653,17.5081714653
NAD_DPG_cl120,DPG,-67.5373222222,56.5289542255,7.5185739489,56.5289542255,7.5185739489,0.9472512801,-67.2337,5.2413,11.1324726855,11.1324726855
NAD_DPG_cl120_2,DPG,-63.9343396825,64.0747626408,8.0046713012,64.0747626408,8.0046713012,1.00849379,-65.2303,4.9271,12.5201438554,12.5201438554
NAD_DPG_cl120_3,DPG,-58.3975253968,85.1114733533,9.2255879679,85.1114733533,9.2255879679,1.1623148315,-57.6592,6.4449,15.7979090813,15.7979090813
NAD_DPG_cl120_4,DPG,-61.7730269841,60.3266897823,7.7670258003,60.3266897823,7.7670258003,0.9785532712,-62.6341,5.1463,12.5734906957,12.5734906957
NAD_DPG_cl120_5,DPG,-51.0733825397,116.18054645,10.778708014,116.18054645,10.778708014,1.3579895647,-52.9292,7.4885,21.1043551023,21.1043551023
NAD_DPG_cl201,DPG,-53.0919857143,78.896465985,8.8823682644,78.896465985,8.8823682644,1.1190732134,-52.9144,5.9202,16.7301489009,16.7301489009
NAD_DPG_cl201_2,DPG,-53.1111587302,78.4990858678,8.8599709857,78.4990858678,8.8599709857,1.1162514215,-52.4672,7.796,16.6819387819,16.6819387819
NAD_DPG_cl201_3,DPG,-53.5432396825,76.3132498462,8.7357455232,76.3132498462,8.7357455232,1.1006004843,-54.2827,4.4819,16.3153099719,16.3153099719
NAD_DPG_cl201_4,DPG,-57.1445063492,103.808246685,10.1886332099,103.808246685,10.1886332099,1.2836471273,-56.0313,6.235,17.8295935354,17.8295935354
NAD_DPG_cl201_5,DPG,-44.0500888889,62.9055414727,7.9313013732,62.9055414727,7.9313013732,0.9992500479,-45.5277,5.445,18.005188124,18.005188124
NAD_remG3P_G3P_cl000,G3P,-58.9921190476,42.6115717247,6.5277539571,42.6115717247,6.5277539571,0.8224196948,-59.4804,4.8675,11.0654678328,11.0654678328
NAD_remG3P_G3P_cl000_2,G3P,-63.7123539683,131.961620992,11.4874549397,131.961620992,11.4874549397,1.4472832842,-64.8647,8.4214,18.0301844528,18.0301844528
NAD_remG3P_G3P_cl000_3,G3P,-50.7743904762,46.7590253142,6.8380571301,46.7590253142,6.8380571301,0.8615142199,-50.9582,3.8525,13.4675316945,13.4675316945
NAD_remG3P_G3P_cl000_4,G3P,-53.637131746,55.1832577844,7.4285434497,55.1832577844,7.4285434497,0.9359085034,-54.4102,5.5481,13.8496284344,13.8496284344
NAD_remG3P_G3P_cl000_5,G3P,-67.0273555556,49.3060171396,7.0218243455,49.3060171396,7.0218243455,0.8846667128,-65.9538,5.107,10.4760575549,10.4760575549
NAD_remG3P_G3P_cl010,G3P,-50.6686333333,34.402158606,5.8653353362,34.402158606,5.8653353362,0.7389627931,-50.8125,4.4858,11.5758704159,11.5758704159
NAD_remG3P_G3P_cl010_2,G3P,-58.8375253968,41.2664040651,6.4238932171,41.2664040651,6.4238932171,0.8093344715,-58.5154,3.6878,10.9180207254,10.9180207254
NAD_remG3P_G3P_cl010_3,G3P,-55.6359587302,52.799407964,7.2663201116,52.799407964,7.2663201116,0.9154702839,-54.2264,5.3197,13.0604743361,13.0604743361
NAD_remG3P_G3P_cl010_4,G3P,-57.407084127,67.7283869124,8.2297258103,67.7283869124,8.2297258103,1.036847993,-57.5537,5.0292,14.3357321408,14.3357321408
NAD_remG3P_G3P_cl010_5,G3P,-59.5944857143,60.9467676787,7.8068410819,60.9467676787,7.8068410819,0.9835695251,-59.2583,4.9264,13.0999386745,13.0999386745
NAD_remG3P_G3P_cl100,G3P,-45.8574904762,66.2931930482,8.1420631936,66.2931930482,8.1420631936,1.0258035414,-46.1754,5.979,17.7551433998,17.7551433998
NAD_remG3P_G3P_cl100_2,G3P,-69.3813460317,43.3846405822,6.5867017985,43.3846405822,6.5867017985,0.8298464247,-70.0682,4.6067,9.4934765253,9.4934765253
NAD_remG3P_G3P_cl100_3,G3P,-61.2608714286,71.7821919782,8.4724371924,71.7821919782,8.4724371924,1.0674267528,-62.978,6.0894,13.8300957769,13.8300957769
NAD_remG3P_G3P_cl100_4,G3P,-58.4072619048,80.486686002,8.9714372317,80.486686002,8.9714372317,1.1302948485,-59.1901,6.1842,15.3601400564,15.3601400564
NAD_remG3P_G3P_cl100_5,G3P,-57.2723460317,95.2714976247,9.7607119425,95.2714976247,9.7607119425,1.2297341152,-57.1846,6.5046,17.0426263612,17.0426263612
NAD_remG3P_G3P_cl200,G3P,-56.9707920635,62.7833887223,7.9235969561,62.7833887223,7.9235969561,0.9982793826,-57.697,4.9193,13.9081741171,13.9081741171
NAD_remG3P_G3P_cl200_2,G3P,-55.7336444444,33.3426653425,5.774310811,33.3426653425,5.774310811,0.7274947809,-56.1381,4.3648,10.3605476882,10.3605476882
NAD_remG3P_G3P_cl200_3,G3P,-48.0450095238,57.2832474688,7.5685697109,57.2832474688,7.5685697109,0.9535501541,-48.2846,5.1632,15.7530819245,15.7530819245
NAD_remG3P_G3P_cl200_4,G3P,-49.6376952381,39.3170312024,6.2703294333,39.3170312024,6.2703294333,0.7899872533,-48.9277,4.5437,12.6321929397,12.6321929397
NAD_remG3P_G3P_cl200_5,G3P,-51.4646825397,43.3450451389,6.5836954014,43.3450451389,6.5836954014,0.8294676543,-51.5839,3.7303,12.7926474556,12.7926474556
NAD_remG3P_G3P_cl200_6,G3P,-46.849531746,52.8932837526,7.2727768942,52.8932837526,7.2727768942,0.916283762,-45.8701,4.5808,15.5236917492,15.5236917492
NAD_remG3P_G3P_cl200_7,G3P,-61.8307666667,65.3029697717,8.0810252921,65.3029697717,8.0810252921,1.0181134886,-63.0666,4.6627,13.0695861102,13.0695861102
NAD_remG3P_G3P_cl200_8,G3P,-63.9533380952,61.9197479643,7.8689102145,61.9197479643,7.8689102145,0.9913895008,-64.9074,5.2402,12.3041430657,12.3041430657
NAD_remG3P_G3P_cl200_9,G3P,-49.0421555556,59.1121232171,7.6884408834,59.1121232171,7.6884408834,0.9686525022,-47.5977,4.7438,15.6772083043,15.6772083043
NAD_remG3P_G3P_cl200_10,G3P,-44.868368254,78.1636011926,8.8410181084,78.1636011926,8.8410181084,1.1138635834,-45.1319,5.3709,19.7043450707,19.7043450707
NAD_remG3P_DPG_cl100,DPG,-67.169747619,73.4836401727,8.5722599221,73.4836401727,8.5722599221,1.0800032347,-67.2896,4.8636,12.7620844591,12.7620844591
NAD_remG3P_DPG_cl100_2,DPG,-41.5960904762,74.9637910672,8.6581632618,74.9637910672,8.6581632618,1.0908260382,-41.7263,5.6344,20.8148486135,20.8148486135
NAD_remG3P_DPG_cl100_3,DPG,-51.8374460317,80.741443159,8.9856242498,80.741443159,8.9856242498,1.1320822448,-52.3868,6.7613,17.3342341062,17.3342341062
NAD_remG3P_DPG_cl100_4,DPG,-62.2458253968,90.6039223025,9.5186092631,90.6039223025,9.5186092631,1.1992320446,-61.1133,5.4358,15.2919640833,15.2919640833
NAD_remG3P_DPG_cl100_5,DPG,-50.7988190476,141.132359063,11.8799141017,141.132359063,11.8799141017,1.4967284909,-51.1725,7.2997,23.3862013417,23.3862013417
NAD_remG3P_DPG_cl120,DPG,-44.700931746,53.7371509088,7.3305627962,53.7371509088,7.3305627962,0.9235641014,-44.3791,5.3529,16.3991275122,16.3991275122
NAD_remG3P_DPG_cl120_2,DPG,-80.999484127,120.440268762,10.9745281795,120.440268762,10.9745281795,1.3826605866,-80.5372,8.9497,13.5488865118,13.5488865118
NAD_remG3P_DPG_cl120_3,DPG,-65.7877365079,84.055261322,9.1681656465,84.055261322,9.1681656465,1.155080299,-66.7548,6.0644,13.9359797634,13.9359797634
NAD_remG3P_DPG_cl120_4,DPG,-64.6404952381,60.7434834709,7.7938105873,60.7434834709,7.7938105873,0.9819278371,-64.8166,5.5481,12.0571641022,12.0571641022
NAD_remG3P_DPG_cl120_5,DPG,-58.7416126984,105.688795898,10.2805056246,105.688795898,10.2805056246,1.2952219636,-56.5321,6.4828,17.5012314991,17.5012314991
NAD_remG3P_DPG_cl210,DPG,-55.4867650794,71.4786510575,8.454504779,71.4786510575,8.454504779,1.0651674811,-55.8581,5.8839,15.2369754605,15.2369754605
NAD_remG3P_DPG_cl210_2,DPG,-78.3898952381,179.21814736,13.3872382275,179.21814736,13.3872382275,1.6866334806,-81.8682,6.7348,17.0777600695,17.0777600695
NAD_remG3P_DPG_cl210_3,DPG,-61.2229984127,91.7379135078,9.5779910998,91.7379135078,9.5779910998,1.2067134528,-59.9359,6.6528,15.6444332165,15.6444332165
NAD_remG3P_DPG_cl210_4,DPG,-54.1309698413,90.5183820989,9.5141148878,90.5183820989,9.5141148878,1.1986658066,-54.7896,5.9116,17.5761027666,17.5761027666
NAD_remG3P_DPG_cl210_5,DPG,-52.5072714286,67.7027701912,8.2281693098,67.7027701912,8.2281693098,1.0366518923,-52.285,6.3203,15.6705330252,15.6705330252
NAD_remG3P_DPG_cl220,DPG,-50.8790190476,71.0637142146,8.4299296684,71.0637142146,8.4299296684,1.0620713082,-50.7408,5.4292,16.5685774337,16.5685774337
NAD_remG3P_DPG_cl220_2,DPG,-55.9265650794,90.246338035,9.499807263,90.246338035,9.499807263,1.1968632153,-56.6279,6.7662,16.9862162097,16.9862162097
NAD_remG3P_DPG_cl220_3,DPG,-63.9551777778,90.9824231554,9.5384706927,90.9824231554,9.5384706927,1.2017343496,-65.508,5.3076,14.9143056499,14.9143056499
NAD_remG3P_DPG_cl220_4,DPG,-52.1406730159,148.860191439,12.2008274899,148.860191439,12.2008274899,1.5371597775,-51.8252,10.3998,23.3998273981,23.3998273981
NAD_remG3P_DPG_cl220_5,DPG,-58.8354333333,295.2303941,17.1822697598,295.2303941,17.1822697598,2.1647625116,-60.2053,13.6334,29.203948686,29.203948686
NAD_remG3P_DPG_cl110,DPG,-78.1763492063,333.682352184,18.2669743577,333.682352184,18.2669743577,2.3014224455,-84.7581,8.5581,23.3663691681,23.3663691681
NAD_remG3P_DPG_cl110_2,DPG,-52.0299428571,138.220734971,11.7567314748,138.220734971,11.7567314748,1.4812089387,-51.8282,7.1651,22.5960876165,22.5960876165
NAD_remG3P_DPG_cl110_3,DPG,-43.035515873,89.9297359115,9.4831290148,89.9297359115,9.4831290148,1.1947619535,-43.5526,5.4978,22.0355881007,22.0355881007
NAD_remG3P_DPG_cl110_4,DPG,-48.4827634921,111.772797477,10.5722654846,111.772797477,10.5722654846,1.3319802508,-49.1231,6.5963,21.806235295,21.806235295
NAD_remG3P_DPG_cl110_5,DPG,-66.0232714286,234.225122474,15.3044151301,234.225122474,15.3044151301,1.9281750665,-65.4605,7.9469,23.1803344471,23.1803344471
G3P sumup,G3P,-56.5889580317,1.2765807961,1.1298587505,52.888207998,7.2724279301,1.028476621,-57.040415873,5.3782944444,1.9966063872,12.8513197327
DPG sumup,DPG,-56.999819746,2.1264169856,1.4582239148,103.740586873,10.185312311,1.4262289979,-55.4607611111,6.5486650794,2.55829566,17.8690254748
ddG,DPG-G3P,-0.4108617143,3.4029977817,1.8447216001,156.628794871,12.5151426229,1.7583780351,1.5796547619,11.9269595238,448.988439641,3046.07175303
dKd,DPG-G3P,0.4998459455,0.0222149535,11.2467473247,3.3509652987E-10,745594021.386,9.7215753103,14.384519503,7950972589.22,2250.04272323,149164763276
,,,,,,,,,,,
,,,,,,,,,,,
,,mean,var_propagated,std_propagated,var,std,stderr,median,mad,std_prop %,std %
old_res_20ns,,,,,,,,,,,
,,,,,,,,,,,
G3P sumup,G3P,-54.923605303,5.8678472718,2.4223639842,40.1795392208,6.3387332505,1.8298346742,-53.2425901515,3.8580492424,4.410424208,11.5409999316
DPG sumup,DPG,-63.0601746843,13.3037774417,3.6474343643,148.310513636,12.1782804055,3.5155667352,-61.7659056818,10.5709890152,5.7840536956,19.312157739
ddG,DPG-G3P,-8.1365693813,19.1716247136,4.3785413911,188.490052857,13.7291679594,3.9632694086,-8.5233155303,14.4290382576,53.8131144208,168.73411036
dKd,DPG-G3P,1.08605364838E-06,6.70435655787E-10,0.0017593225,9.38205541347E-17,12572.0055486,3629.2253938688,5.65411048261E-07,21326.8264197,161992.226845,1157586051790
