,ligand,mean,var_propagated,std_propagated,var,std,stderr,median,mad,std_prop %,std %
cl1.5,F6P,-14.8377412698,27.1761193783,5.2130719713,27.1761193783,5.2130719713,0.6567853335,-14.5503,3.3435,35.1338648958,35.1338648958
cl2.1,,,,,,,,,,,
cl2.2,F6P,-6.5458634921,33.0746872106,5.7510596598,33.0746872106,5.7510596598,0.7245654112,-7.7804,3.7711,87.8579222859,87.8579222859
cl2.3,F6P,-1.3186507937,41.7933891898,6.4647806761,41.7933891898,6.4647806761,0.8144858071,-1.7383,4.436,490.257216483,490.257216483
cl2.4,,,,,,,,,,,
cl2.5,F6P,-19.5991301587,103.370992064,10.1671526035,103.370992064,10.1671526035,1.2809408253,-19.4873,9.2569,51.8755297873,51.8755297873
cl3.1,F6P,-12.5132746032,21.068244633,4.5900157552,21.068244633,4.5900157552,0.5782876287,-13.3974,3.3922,36.6811718016,36.6811718016
cl3.2,F6P,-35.8907968254,47.8423679286,6.9168177603,47.8423679286,6.9168177603,0.8714371266,-35.0704,5.2776,19.2718422884,19.2718422884
cl3.3,F6P,-19.2511952381,29.7028152312,5.4500289202,29.7028152312,5.4500289202,0.6866391029,-18.7339,3.0108,28.3100807655,28.3100807655
cl3.4,F6P,-14.8069285714,68.1277815697,8.2539555105,68.1277815697,8.2539555105,1.0399006483,-14.5455,5.6302,55.7438733543,55.7438733543
cl3.5,,,,,,,,,,,
cl4.1,F6P,-12.0270603175,53.2285247208,7.2957881494,53.2285247208,7.2957881494,0.9191829077,-13.692,5.3135,60.6614414231,60.6614414231
cl4.2,F6P,-18.8721984127,89.8247800249,9.4775935778,89.8247800249,9.4775935778,1.194064554,-17.419,7.3395,50.2198703643,50.2198703643
cl4.3,F6P,-8.0280904762,117.244715755,10.8279599073,117.244715755,10.8279599073,1.3641947201,-5.3717,6.0744,134.875907782,134.875907782
cl4.4,,,,,,,,,,,
cl4.5,F6P,-10.9738111111,22.2982837591,4.7221058606,22.2982837591,4.7221058606,0.5949294177,-10.492,3.2623,43.0306828943,43.0306828943
cl5.1,F6P,-24.1112603175,42.1865741878,6.4951192589,42.1865741878,6.4951192589,0.8183081093,-23.5622,4.1007,26.9381159401,26.9381159401
cl5.2,F6P,-4.5219365079,93.5383996252,9.6715251964,93.5383996252,9.6715251964,1.2184976414,-4.6161,7.7211,213.880163498,213.880163498
cl5.3,F6P,-25.4674698413,69.326642364,8.3262622085,69.326642364,8.3262622085,1.0490104359,-25.2554,5.9516,32.6937157886,32.6937157886
cl5.4,F6P,-11.3194015873,33.6997975865,5.8051526756,33.6997975865,5.8051526756,0.7313804906,-11.3768,4.2163,51.2849785458,51.2849785458
cl5.5,F6P,-15.5429793651,47.0266115804,6.8575951747,47.0266115804,6.8575951747,0.8639757821,-14.9529,5.1172,44.1202102483,44.1202102483
rS7P_cl1.1,S7P_linear,-21.2894492063,63.9505388269,7.9969080792,63.9505388269,7.9969080792,1.007515716,-22.1035,5.1453,37.5627758223,37.5627758223
rS7P_cl1.2,S7P_linear,-14.4889507937,28.0934153752,5.3003221954,28.0934153752,5.3003221954,0.6677778285,-13.2754,3.1466,36.5818220443,36.5818220443
rS7P_cl1.3,S7P_linear,-41.3814793651,39.160952634,6.2578712542,39.160952634,6.2578712542,0.7884176703,-40.7895,4.132,15.1223961787,15.1223961787
rS7P_cl1.4,S7P_linear,-9.7891333333,54.2114409362,7.3628419062,54.2114409362,7.3628419062,0.927630887,-8.9835,4.9857,75.2144409062,75.2144409062
rS7P_cl1.5,S7P_linear,-16.2306111111,31.0999914353,5.5767366295,31.0999914353,5.5767366295,0.7026027738,-16.2874,3.5274,34.3593755735,34.3593755735
rS7P_cl2.1,S7P_linear,-21.899815873,26.331274641,5.1314008459,26.331274641,5.1314008459,0.6464957388,-21.3687,2.9193,23.4312510919,23.4312510919
rS7P_cl2.2,S7P_linear,-32.4043333333,36.4672113444,6.0388087687,36.4672113444,6.0388087687,0.7608183913,-32.7201,3.439,18.6358062255,18.6358062255
rS7P_cl2.3,S7P_linear,-22.9040587302,35.1749630018,5.9308484218,35.1749630018,5.9308484218,0.7472166661,-23.5831,4.057,25.8943119716,25.8943119716
rS7P_cl2.4,S7P_linear,-33.9879936508,22.5418722812,4.7478281647,22.5418722812,4.7478281647,0.5981701234,-34.8015,3.0834,13.9691333753,13.9691333753
rS7P_cl2.5,S7P_linear,-9.9473761905,33.5817649075,5.7949775589,33.5817649075,5.7949775589,0.7300985464,-10.5969,2.9831,58.2563426564,58.2563426564
rS7P_cl3.1,S7P_linear,-18.1466380952,35.265187596,5.9384499321,35.265187596,5.9384499321,0.7481743664,-18.7963,4.2532,32.7247939862,32.7247939862
rS7P_cl3.2,S7P_linear,-14.6217174603,21.797617591,4.668791877,21.797617591,4.668791877,0.5882124871,-14.2993,3.3751,31.9305299784,31.9305299784
rS7P_cl3.3,S7P_linear,-10.179184127,36.2360762159,6.019640871,36.2360762159,6.019640871,0.7584034632,-10.6784,3.5391,59.1367716304,59.1367716304
rS7P_cl3.4,S7P_linear,-10.4567285714,27.36855177,5.2314961311,27.36855177,5.2314961311,0.6591065594,-9.4783,3.3424,50.0299505279,50.0299505279
rS7P_cl3.5,S7P_linear,-7.4527111111,44.10702374,6.641311899,44.10702374,6.641311899,0.8367266507,-6.5512,3.3942,89.1126973796,89.1126973796
rS7P_cl4.1,S7P_linear,-4.2623063492,58.718267265,7.6627845634,58.718267265,7.6627845634,0.9654201098,-3.4718,4.6274,179.780239513,179.780239513
rS7P_cl4.2,S7P_linear,-16.9875460317,33.5918987999,5.7958518615,33.5918987999,5.7958518615,0.7302086982,-17.1821,3.9784,34.118240802,34.118240802
rS7P_cl4.3,S7P_linear,-13.5994888889,61.9826266486,7.8729045878,61.9826266486,7.8729045878,0.9918927445,-13.8216,4.0039,57.891179971,57.891179971
rS7P_cl4.4,S7P_linear,-18.9167507937,37.049986445,6.086870004,37.049986445,6.086870004,0.7668735378,-19.675,4.8962,32.177143265,32.177143265
rS7P_cl4.5,S7P_linear,-29.329052381,43.6078518447,6.6036241447,43.6078518447,6.6036241447,0.8319784399,-29.5684,4.8716,22.5156410066,22.5156410066
rS7P_cl5.1,S7P_linear,-21.0572857143,40.2786344507,6.3465450799,40.2786344507,6.3465450799,0.7995895222,-21.6286,4.3474,30.1394261634,30.1394261634
rS7P_cl5.2,S7P_linear,-26.0397571429,33.2352521888,5.7650023581,33.2352521888,5.7650023581,0.7263220261,-25.1575,4.6863,22.1392324301,22.1392324301
rS7P_cl5.3,S7P_linear,-12.7235888889,28.6077866531,5.3486247441,28.6077866531,5.3486247441,0.6738633776,-13.4706,3.5852,42.0370761017,42.0370761017
rS7P_cl5.4,S7P_linear,-19.5582269841,34.7600239026,5.8957632163,34.7600239026,5.8957632163,0.7427963457,-18.7451,3.7581,30.1446711968,30.1446711968
rS7P_cl5.5,S7P_linear,-37.154115873,158.736504969,12.599067623,158.736504969,12.599067623,1.5873333182,-36.4227,9.9767,33.9102878025,33.9102878025
rS7P_cl1.1,,,,,,,,,,,
rS7P_cl1.2,F6P,-21.9264619048,30.0669409757,5.483333017,30.0669409757,5.483333017,0.6908350247,-22.1114,3.8789,25.0078331874,25.0078331874
rS7P_cl1.3,F6P,-10.3929238095,31.2258880386,5.5880128882,31.2258880386,5.5880128882,0.7040234488,-10.3478,2.5454,53.7674767044,53.7674767044
rS7P_cl1.4,,,,,,,,,,,
rS7P_cl1.5,F6P,-34.4280126984,94.2033210633,9.7058395342,94.2033210633,9.7058395342,1.2228208416,-35.4214,6.5864,28.1916926754,28.1916926754
rS7P_cl2.1,F6P,-29.137015873,37.747916607,6.1439333173,37.747916607,6.1439333173,0.7740628395,-30.2198,4.5001,21.086350586,21.086350586
rS7P_cl2.2,F6P,-23.0683333333,62.6365540565,7.9143258751,62.6365540565,7.9143258751,0.9971113362,-24.8006,5.263,34.3081823931,34.3081823931
rS7P_cl2.3,F6P,-11.9696571429,69.4808207666,8.3355156269,69.4808207666,8.3355156269,1.0501762571,-12.5815,5.1199,69.6387166937,69.6387166937
rS7P_cl2.4,F6P,-6.5740253968,62.2101472587,7.8873409498,62.2101472587,7.8873409498,0.9937115552,-7.7899,6.3772,119.977342248,119.977342248
rS7P_cl2.5,F6P,-15.9482888889,76.5714386254,8.7505107637,76.5714386254,8.7505107637,1.1024607298,-15.4053,5.9834,54.8680226741,54.8680226741
rS7P_cl3.1,,,,,,,,,,,
rS7P_cl3.2,F6P,-4.6139333333,38.2804128917,6.1871166865,38.2804128917,6.1871166865,0.7795034326,-5.0222,4.0902,134.096360729,134.096360729
rS7P_cl3.3,F6P,-2.0835174603,23.4057025891,4.8379440457,23.4057025891,4.8379440457,0.6095236572,-1.7528,3.4819,232.200792065,232.200792065
rS7P_cl3.4,,,,,,,,,,,
rS7P_cl3.5,F6P,-6.9818936508,46.347483266,6.807898594,46.347483266,6.807898594,0.8577146015,-8.7994,4.2346,97.5079102388,97.5079102388
rS7P_cl4.1,F6P,-4.7417920635,91.5944036172,9.5704965189,91.5944036172,9.5704965189,1.2057692244,-4.076,7.3227,201.832901795,201.832901795
rS7P_cl4.2,F6P,-6.3534333333,36.4368636257,6.0362955217,36.4368636257,6.0362955217,0.7605017519,-5.8387,4.2478,95.0084026233,95.0084026233
rS7P_cl4.3,,,,,,,,,,,
rS7P_cl4.4,F6P,-4.6325730159,44.0522373413,6.6371859505,44.0522373413,6.6371859505,0.83620683,-5.4339,3.9367,143.272128205,143.272128205
rS7P_cl4.5,F6P,-11.4967920635,209.938333567,14.4892488959,209.938333567,14.4892488959,1.8254737744,-15.0056,9.2167,126.028624471,126.028624471
rS7P_cl5.1,F6P,-12.5370269841,50.2136632147,7.0861599767,50.2136632147,7.0861599767,0.8927722404,-11.8103,4.395,56.5218531126,56.5218531126
rS7P_cl5.2,F6P,-10.4825349206,38.347667761,6.1925493749,38.347667761,6.1925493749,0.780187887,-11.0285,4.6928,59.0749224479,59.0749224479
rS7P_cl5.3,F6P,-14.7092761905,61.0462614158,7.8132106983,61.0462614158,7.8132106983,0.9843720214,-15.4828,5.2912,53.117574224,53.117574224
rS7P_cl5.4,F6P,-17.2930285714,82.8430154179,9.1018138532,82.8430154179,9.1018138532,1.1467207588,-17.3822,7.1273,52.6328503743,52.6328503743
rS7P_cl5.5,F6P,-15.748331746,43.4690238177,6.5931042626,43.4690238177,6.5931042626,0.8306530594,-15.6988,4.8591,41.8654138669,41.8654138669
S7P_linear sumup,S7P_linear,-22.3190077249,1.0301749634,1.0149753511,91.3611317044,9.5583017165,1.4248674925,-21.899815873,8.1852428571,4.5475827763,42.8258363202
F6P sumup,F6P,-13.926356746,1.5253638668,1.2350562201,67.7856104814,8.2332017151,1.3017834928,-12.5251507937,5.9652063492,8.8684804118,59.1195663391
ddG,F6P-S7P_linear,8.3926509788,2.5555388302,1.5986052766,159.146742186,12.6153375772,1.9299967962,9.3746650794,14.1504492063,19.0476796973,150.314097524
dKd,F6P-S7P_linear,1299934.40993,51044.3258995,33105138.3351,0.0008391423,2.01375798549E+015,33105138.3351,6750005.23505,1.37308031257E+017,2546.67759251,154912276351
