	v_gapd1	v_gapd2	v_gapd3	v_gapd4	v_gapd5	v_gapd6
30	5.65643449506e-12	5.86958652797e-12	5.06394925992e-12	3.86979120623e-12	5.46599831369e-12	5.46600091578e-12
31	2.98665123665e-12	2.95161234321e-12	2.2135626665e-12	2.22179306203e-12	2.21778498344e-12	2.27330307356e-12
32	2.19617312752e-12	2.22129324483e-12	1.92112645236e-12	1.98687594155e-12	1.94780996887e-12	1.40341124139e-12
33	1.417847312e-12	1.42114445212e-12	1.79038966812e-13	-2.15348572308e-13	5.83691948941e-13	5.83668963855e-13
34	-9.64260274275e-14	1.02032992515e-13	1.38435270192e-13	-2.65343302885e-13	2.34999216267e-12	1.41260267372e-13
35	5.53592956388e-12	5.53986094195e-12	5.16120046007e-12	4.66843577684e-12	4.75920193012e-12	5.23441880118e-12
36	4.81371087197e-12	4.8119214776e-12	4.29533839053e-12	1.60942743507e-12	4.68828057973e-12	4.89985829688e-12
37	-5.29225337056e-12	-5.28961287749e-12	-7.2581404862e-12	-7.30523454229e-12	-4.20108392518e-12	-4.96117036342e-12
38	2.83893413877e-12	2.83983942048e-12	3.81702915803e-13	-1.70127800736e-13	2.77213321742e-12	2.77207727259e-12
39	2.22291164019e-12	2.22344145591e-12	1.75254775969e-14	1.98931149331e-12	1.96308551012e-12	1.97138876404e-12
40	7.19412731969e-12	7.18577617114e-12	5.84354786781e-12	4.89863011266e-12	7.05726102557e-12	7.05988999899e-12
41	2.41575653253e-13	2.41696745083e-13	2.25702269374e-13	9.40641661784e-13	2.28334712249e-13	2.33689369938e-13
42	2.88804130079e-12	2.88940941486e-12	2.7637779218e-12	1.59466884142e-12	3.19866355625e-12	3.14770431942e-12
43	-2.31472850734e-12	-2.74924988374e-12	-2.5775384431e-12	-3.30767357948e-12	-2.08366657262e-12	-2.23296077809e-12
44	8.52645889006e-13	2.22563119193e-12	-9.39970323799e-13	3.71504910168e-13	7.93809462607e-13	2.10121677002e-12
45	6.06591210909e-12	6.06899318127e-12	5.55983037387e-12	3.30536401201e-12	5.6390465214e-12	5.6389944797e-12
46	-3.81858653313e-12	-3.81069633314e-12	-3.54683470094e-12	-6.36216079819e-12	-3.54228191918e-12	-3.54783216694e-12
47	4.65256372789e-12	4.68350344943e-12	4.86752782178e-12	5.66164693253e-12	4.37816406393e-12	4.47705414408e-12
48	2.90542935576e-12	2.90547084005e-12	1.05339651932e-12	2.05286395522e-12	1.9175893512e-12	2.74272271561e-12
49	2.16741627087e-12	2.17148239494e-12	1.96258374136e-12	4.34761254775e-12	2.8492763704e-12	2.04636307899e-12
50	-1.20818692507e-12	-1.20338895099e-12	-3.80188935889e-13	-2.60581833889e-12	-1.13031806137e-12	-1.13823533932e-12
51	1.82184082138e-12	2.36122793952e-12	1.48935399603e-12	1.81529010573e-12	1.76013305493e-12	1.76880385339e-12
52	1.01159791671e-12	1.01168419887e-12	5.1917779971e-13	-1.7336451285e-12	9.44119782353e-13	5.30780063998e-13
53	3.16742138973e-12	3.17362038342e-12	3.17436420032e-12	5.65013313913e-13	2.89390733599e-12	3.583672855e-12
54	5.88307724205e-12	5.77913777488e-12	5.58220136782e-12	5.02169031184e-12	5.44874648872e-12	5.6264107956e-12
55	1.04906212298e-12	1.04881706618e-12	1.02468034058e-12	5.88783362343e-12	1.35469413465e-12	1.02507282176e-12
56	2.33090027721e-12	2.33705673629e-12	2.11801323008e-12	9.69346131141e-14	2.26010876681e-12	2.28571848948e-12
57	3.28944411586e-12	3.03145280146e-12	1.40215616895e-12	2.02273744629e-13	2.37132362357e-12	2.36947267362e-12
58	-1.46225954657e-12	-1.47324809145e-12	-1.13136778591e-12	-2.33818389997e-12	-1.53871707043e-12	-1.39799326629e-12
59	1.51981695661e-12	1.42006572517e-12	9.47917959404e-13	9.5833649176e-13	1.91609879005e-12	1.47241312025e-12
60	6.23097388031e-12	6.23395584286e-12	5.77923819911e-12	4.9683070158e-12	5.7920985716e-12	5.71013375472e-12
61	2.09156109587e-12	2.10959429179e-12	1.02572074098e-12	4.20681284946e-13	1.96972299582e-12	2.00026106789e-12
62	-2.88450361687e-13	-2.87887742074e-13	-2.79653253679e-13	-1.26393687183e-12	5.55874790642e-13	-2.76566963775e-13
63	-1.53365669231e-13	-2.80390185896e-13	-3.08086889333e-13	-3.27770102726e-12	-5.68434188608e-14	-1.42830192118e-13
64	1.51100673315e-12	1.51072362085e-12	1.32992228341e-12	2.36372033058e-12	1.4068746168e-12	1.41663070163e-12
65	2.20068222949e-12	2.20386496596e-12	1.69558811436e-12	1.32760490969e-12	1.69896909041e-12	1.69898600397e-12
66	-2.2158112747e-12	-2.19332904161e-12	-1.8912683919e-12	-6.78475765153e-12	-2.37696299275e-12	-1.89759319369e-12
67	3.83643950755e-12	3.84495950703e-12	3.10104719681e-12	4.5504875909e-12	3.72015786232e-12	3.83028071066e-12
68	-1.37628767432e-12	-1.37361183625e-12	-1.38833389229e-12	-2.31627217406e-12	-1.33690974957e-12	-1.37475447692e-12
69	4.98012826182e-12	5.28732049462e-12	4.85528284244e-12	2.26756113886e-12	4.87479804787e-12	4.91091195487e-12
70	1.55737900874e-12	1.57673838721e-12	1.47593547627e-12	3.80998010918e-12	1.50081336248e-12	1.52446154658e-12
71	1.90235659528e-12	1.90705974233e-12	1.09981251536e-12	1.88744159191e-12	1.39119098186e-12	1.10844666779e-12
72	1.19479792271e-12	1.19819106893e-12	3.30795286996e-13	-6.89810708554e-12	1.14605547274e-12	1.18893436762e-12
73	1.28177463354e-12	1.26085115113e-12	1.73898308947e-12	-1.26829796665e-12	1.65113886105e-12	1.75898531851e-12
74	3.71843601374e-14	3.77315908552e-14	3.80420521473e-14	-3.92663332405e-14	1.66977542904e-13	3.46957705621e-14
75	1.46242098428e-12	1.51604542722e-12	1.3579662568e-12	-1.09077677446e-13	8.11163636261e-13	1.42596351393e-12
76	3.46819654159e-12	3.46799506972e-12	3.43641781697e-12	8.04960265111e-13	2.93098878501e-12	3.43721578977e-12
77	1.43953700685e-12	1.32818085143e-12	1.9701905038e-13	1.39072781069e-14	1.35427433157e-12	1.42399980696e-12
78	-1.75879815134e-12	-1.75807998259e-12	-1.68856768845e-12	-1.17613731254e-12	-1.68796573941e-12	-1.71103929636e-12
79	6.03340030117e-13	6.05319559668e-13	5.62241225799e-13	3.43541167735e-13	5.80188674881e-13	5.87419002329e-13
80	-4.851969236e-12	-3.70911157691e-12	-5.79135003842e-12	-8.31187896289e-12	-3.45531936397e-12	-3.45323769579e-12
81	3.49564191341e-12	3.49557271421e-12	1.76318096408e-12	1.24720633127e-12	3.38913012238e-12	3.45677046015e-12
82	1.13583874429e-12	9.98230849109e-13	1.07224797617e-12	3.37591066213e-13	8.33470445438e-13	1.83710598817e-12
83	5.6550629251e-12	5.66027357363e-12	5.18784190953e-12	2.30415686531e-12	5.54223333893e-12	5.30619992389e-12
84	-6.32129006935e-12	-6.32490453512e-12	-6.3897125438e-12	-9.13731893967e-12	-7.4092646081e-12	-6.42097486292e-12
85	2.20516866486e-12	2.20881415914e-12	2.12888821155e-12	1.3751812189e-12	2.37813067849e-12	2.18206919547e-12
86	1.64208718238e-12	1.65581627186e-12	1.44984024786e-12	1.72676760044e-12	1.95726768126e-12	1.74793512997e-12
87	-6.63071146926e-14	-6.48310344211e-14	-2.01394456667e-13	6.25940271837e-14	-6.45863570958e-14	-6.34787361564e-14
88	-5.30896534416e-13	-5.25331731241e-13	-7.9081186044e-13	-9.74942349075e-13	-1.25144339336e-12	-8.02669996441e-13
89	1.24035698569e-12	1.24414302645e-12	1.10583764368e-12	4.87874497745e-13	1.12585288314e-12	1.12575487127e-12
90	5.57242048186e-12	5.55377664972e-12	5.11527278868e-12	3.65293385818e-12	5.12023409782e-12	5.38125100036e-12
91	-2.90398330112e-12	-2.90153372249e-12	-2.99193655962e-12	-2.97168539776e-12	-2.70093669652e-12	-2.70097139099e-12
92	4.37485308668e-12	4.41045689011e-12	1.77047265737e-12	2.57964309636e-12	4.05168520262e-12	4.17922987883e-12
93	3.46862360882e-12	3.88514253321e-12	3.25619804557e-12	4.92495410773e-12	3.69183850157e-12	3.29199601606e-12
94	4.23442680117e-13	4.23403391341e-13	-2.29857799461e-13	-2.26325035102e-13	-8.03246358316e-14	-8.0349789322e-14
95	4.81345134107e-12	4.81271920645e-12	4.5879662916e-12	5.16087866886e-12	4.59257675292e-12	4.68596992806e-12
96	-2.9773540404e-12	-2.97397013699e-12	-2.91933144325e-12	-2.95183365598e-12	-2.89047258351e-12	-2.97234806212e-12
97	2.4619655205e-12	2.46147324528e-12	2.33437097777e-12	1.56024498876e-12	1.45705843224e-12	2.31481500634e-12
98	-8.97659808356e-13	-8.97413003284e-13	-1.84807724679e-12	-1.90876914968e-12	-6.07514039075e-13	-8.57383608555e-13
99	-1.36399058552e-12	-1.36154602133e-12	-1.3407244065e-12	-1.56677448793e-12	-1.29588353937e-12	-1.32016706594e-12
